lat0,lon0,lat1,lon1,lat2,lon2,lat3,lon3,Fe,Ti,Ca,Si,Al,Mg,Na,O,chi2
-84.7427,-60.7164,-89.5385,2.9641,-89.1447,-77.4406,-85.3126,-52.5958,5.05143431654342,1.698005979242918,19.99997690776488,14.759811547471088,7.538710407667496,3.0853223752990853,2.866738466011104,45.0,1.508445
-86.706,125.553,-88.8371,-66.2254,-88.1135,-45.2334,-87.1518,140.22,5.876484641248701,1.827863310480506,19.99999126127754,10.583487879592267,8.975887201329442,2.7363009479838563,4.999984758087676,45.0,1.825088
-86.3035,125.227,-89.2337,-70.7725,-88.5056,-41.9291,-86.7655,138.049,6.124142196264278,1.9847821056024757,19.84614370286696,7.517978598849538,12.380665947611938,2.146287450653872,4.999999998150942,45.0,1.756864
-85.8987,124.928,-89.6156,-84.67,-88.8894,-36.3162,-86.3741,136.297,5.975387127262579,4.480171976618667,19.86778089643349,4.524989210493061,15.15166980871873,1.001681165593161e-06,4.99999997879231,45.0,1.861063
-84.685,124.324,-89.5385,2.9641,-89.1447,-77.4406,-85.1871,132.783,19.47577975999745,4.660940326722567,19.961099240256427,0.0828834871624906,7.695286658523768,0.0018809849168788,3.122129542420401,45.0,1.883461
-83.4736,123.971,-88.9361,100.253,-89.4994,157.846,-83.9915,130.696,3.226286015776712,9.385439460472544,19.99997195167254,0.0990140603836664,17.793744493807857,0.0013381749653925,4.494205842921294,45.0,2.372762
89.3935,-98.0971,85.4385,118.507,85.9776,127.448,89.7158,49.7011,1.0002586976341477,0.0391011604142082,5.000000138149377,21.564074895895715,19.998804931556688,7.397757911899092,2.26445076999824e-06,45.0,1.382804
89.0457,-82.2344,85.8439,118.173,86.3817,128.068,89.5818,-17.8205,1.0000036353692798,1.0198181757852785e-06,5.000008129721209,21.65676447276546,19.75074982412737,7.592471843175682,1.0750228228903808e-06,45.0,1.551036
88.6647,-75.1102,86.2488,117.768,86.785,128.847,89.2265,-37.6625,1.0000249997603117,1.536643501220412e-06,5.000002577480654,22.019361610044317,19.069941239028857,7.91066220361201,5.83343035322313e-06,45.0,1.354188
89.079,111.784,86.4333,-55.5072,86.88,-42.8127,88.3862,135.84,1.939557733938978,2.3051864094922927e-06,10.221421703561536,20.774554996998543,13.217331759417124,6.319961588979359,2.5271699119180497,45.0,1.337705
89.4742,103.989,86.0275,-55.7741,86.4869,-44.5582,88.7764,140.436,1.9811118600704032,1.0360465395077538,19.99990230169313,15.903260692781828,9.261753220783383,4.802503229229374,2.0154221559341208,45.0,1.381341
89.8129,62.0743,85.6215,-55.9917,86.0911,-45.9514,89.1515,149.201,2.846540349083058,19.2869638713932,15.337172871235664,7.623064537654372,5.344783017482436,2.938349271437489,1.623126081713785,45.0,1.499509
89.8129,62.0743,85.2155,-56.1716,85.6936,-47.0872,89.1515,149.201,2.996565334256038,14.568085418444962,19.999814865416305,7.44941785383503,5.000013721472693,2.705024647750251,2.281078158824729,45.0,1.458392
89.6482,-30.7229,84.8095,-56.3236,85.2946,-48.031,89.4781,170.126,1.6990933067390626,18.188395020830065,17.631827532271725,7.313887659797587,5.154886909023937,2.694162719291284,2.3177468520463416,45.0,1.573608
89.3935,-98.0971,84.4032,-56.4528,84.8942,-48.8258,89.7158,49.7011,1.3005244999802086,14.826815099077054,18.65458184411943,8.529010240679781,5.838950992846658,2.9066743199104588,2.9434430033864056,45.0,1.567608
89.3935,-98.0971,83.9973,-56.5659,84.4935,-49.5068,89.7158,49.7011,1.5577481362563177,0.0049241287194521,19.9999923170028,16.221773967694674,8.99511054923776,4.169397886843041,4.051053014245967,45.0,1.679646
89.0457,-82.2344,83.5912,-56.6648,84.092,-50.0954,89.5818,-17.8205,1.8332737136680888,19.7583576824028,14.679455864366536,8.019243826432955,5.328537180948131,2.5371277409872106,2.8440039911942945,45.0,1.727346
87.4736,-67.0188,81.9669,-56.9598,82.4819,-51.8194,88.0385,-50.204,2.53794023700748,15.626019275200871,19.99999858284365,6.856936254697416,5.000030692023956,2.167023723378821,2.8120512348478104,45.0,2.005842
87.0716,-65.7964,81.5609,-57.016,82.0787,-52.141,87.6359,-51.5646,2.397523560149825,15.821569611906378,19.729161677115187,6.962013653575184,5.048858632071143,2.289084387977804,2.751788477204487,45.0,2.087495
86.6686,-64.8704,81.1548,-57.067,81.6753,-52.4314,87.2323,-52.53,1.1410497238537325,0.1019189105678286,19.998967032212448,15.14975547371813,9.971598873385863,4.117721305287608,4.518988680974394,45.0,1.977311
86.2648,-64.1449,80.7487,-57.1137,81.2716,-52.6952,86.8282,-53.25,1.770047258995332,14.540356596983234,19.79503756652931,7.551035539410037,5.6822257439582575,2.676473698596561,2.9848235955272595,45.0,1.870265
85.8606,-63.5606,80.3427,-57.1565,80.8678,-52.9355,86.4237,-53.8069,1.1447674487835189,12.5832061495785,19.97419451674665,8.30458756469315,7.022026462992838,2.946956164053744,3.0242616931515958,45.0,1.857001
85.456,-63.0808,79.9366,-57.1955,80.4639,-53.1552,86.0189,-54.2512,2.732049150784814,16.63561362549616,19.63672764020648,6.261725662492097,5.00907433397255,2.382744010507111,2.34206557654078,45.0,1.942719
85.0509,-62.6778,79.5305,-57.2318,80.0599,-53.3574,85.6137,-54.6112,3.1450785473588247,18.56356754455732,18.41801679497165,5.738565596996551,5.000000003297765,2.2320654143546537,1.902706098463247,45.0,1.981978
84.6459,-62.3392,79.1245,-57.2657,79.6559,-53.5442,85.2088,-54.9147,1.2813197348770258,0.277416053129817,19.99998320878943,14.536860806670262,11.166796304502476,4.192841004818741,3.544782887212248,45.0,2.037698
84.2407,-62.048,78.7186,-57.2967,79.2519,-53.7164,84.8036,-55.1702,2.086489862755186,1.1348023098479847,19.99999995277772,14.064124725399466,9.89597777666707,3.7965678149853623,4.022037557567212,45.0,2.239773
83.8352,-61.7952,78.3124,-57.3258,78.8474,-53.8763,84.3983,-55.3893,3.613436799801335,2.390867093496782,19.999999289633607,12.351034642894092,9.09062815600744,3.6778213028396007,3.876212715327146,45.0,2.507809
83.4298,-61.5744,77.9063,-57.3532,78.4431,-54.0254,83.9931,-55.5796,3.0280247470459605,2.2161336922792696,19.99999953317723,12.60470397184963,9.187574117280011,3.715375814964605,4.248188123403296,45.0,2.585764
83.0242,-61.379,77.5004,-57.3786,78.0389,-54.1643,83.5878,-55.7455,7.549662960500322,6.323800770830246,19.999995637605693,9.075258228548904,6.215211026932915,2.576319022651588,3.2597523529303296,45.0,2.832757
82.6186,-61.2054,77.0945,-57.4027,77.6348,-54.2944,83.1824,-55.8919,2.9733114911560823,1.733974460571826,19.99997723553436,12.646510818587371,9.514398137108904,3.4851240864741757,4.646703770567282,45.0,3.186183
82.2128,-61.0502,76.6886,-57.4252,77.2305,-54.4161,82.777,-56.0224,3.340913547282574,2.1471159539215225,19.999947408254712,11.978021958333272,9.208812832840584,3.4004579446970333,4.924730354670308,45.0,3.387301
81.8071,-60.9107,76.2826,-57.4464,76.8261,-54.5303,82.3716,-56.1394,3.5855578826217163,2.434320934162016,19.99999938963798,11.944072452013245,8.896346798501009,3.1964637718122324,4.94323877125179,45.0,3.444569
76.1231,-59.8299,70.6007,-57.6519,71.1649,-55.6181,76.6959,-57.0457,2.6991235494471155,1.0277844415210355,19.999991994359466,13.269564228019776,9.518680267615734,5.0008643297439965,3.483991189292881,45.0,3.454963
75.7168,-59.7864,70.1948,-57.6619,70.7604,-55.6712,76.2905,-57.0827,1.584411655113514,19.99969061557496,14.054657786752848,7.39724661043067,6.1873761597829295,3.6855330492681615,2.091084123076925,45.0,2.87264
75.3108,-59.7457,69.7891,-57.6718,70.3562,-55.7225,75.8852,-57.118,1.206997758083567,15.188105725201622,14.044547676658825,9.577825682616322,8.194296688737158,4.617394960224518,2.170831508478005,45.0,2.541613
74.0921,-59.6368,68.572,-57.6994,69.1435,-55.8647,74.6691,-57.2134,1.2046801162165934,2.975436075386661e-06,10.75332746211262,18.025997301303818,15.0750426236111,7.179963154397817,2.760986366921986,45.0,2.804337
73.6859,-59.6043,68.1663,-57.7079,68.7393,-55.9085,74.2637,-57.2421,1.2451383790056594,8.538619046161993e-06,7.251655853053684,20.127223193415773,16.322382543267928,7.570112756108184,2.48347873652972,45.0,2.946307
73.2797,-59.5736,67.7607,-57.7161,68.3351,-55.9507,73.8584,-57.2697,1.233982436033872,0.0011893637195513,12.843044084442576,17.38885717930073,14.264629786501182,7.0831870034038,2.185110146598293,45.0,2.556201
72.8735,-59.5444,67.3551,-57.724,67.9311,-55.9915,73.4532,-57.2961,1.1131076251016452,1.0000122396158128e-06,13.791696012731297,17.52619808756492,13.76983541694823,6.920568234442739,1.878593623198934,45.0,2.468514
72.4673,-59.5168,66.9495,-57.7316,67.5269,-56.0307,73.0479,-57.3214,1.1442885211237217,1.071976529384232e-06,11.5022524005524,18.933644978749484,14.475203588824089,7.349131757045887,1.5954776817278953,45.0,2.501344
72.0611,-59.4905,66.5438,-57.7389,67.1228,-56.0685,72.6427,-57.3457,1.1414528821168222,1.0516131583672158e-06,9.7914898180198,19.69397020858388,15.182882975049449,7.400830400616626,1.7893726640002652,45.0,2.554505
71.6549,-59.4651,66.1383,-57.7461,66.7188,-56.1052,72.2374,-57.3685,1.1577166982308438,1.0032884008247717e-06,9.975238408023769,19.179516395115087,15.377190092929537,7.331875957026755,1.9784614453856064,45.0,2.770019
71.2486,-59.4417,65.7326,-57.7529,66.3146,-56.1405,71.8322,-57.3913,1.0011662019255332,1.0192973133136578e-06,5.000000768709124,19.96597546723713,18.79136092984056,8.15470960072479,2.086786012265552,45.0,2.851569
70.8423,-59.4186,65.3272,-57.7595,65.9108,-56.1747,71.4269,-57.4123,1.0000001274268393,1.098465857967381e-06,9.32546779983174,18.108689161692325,16.97443990995309,7.646208236946848,1.9451936656832889,45.0,2.850325
70.4361,-59.397,64.9214,-57.766,65.5065,-56.2078,71.0217,-57.4331,1.0000133588745583,1.0896961812386654e-06,6.009021383265916,19.117830007589376,18.538662489690736,7.996345283721908,2.3381263871613216,45.0,2.990359
70.0299,-59.3766,64.5159,-57.7724,65.1026,-56.24,70.6167,-57.4534,1.0000008808288978,2.3880084376008837e-06,8.702198260326574,18.253433422154288,17.281458781660493,7.832393765624844,1.930512501396466,45.0,3.00406
69.6237,-59.3568,64.1105,-57.7785,64.6987,-56.2711,70.2116,-57.4727,1.000000716025847,2.1957901111505627e-06,5.00000001499091,21.37639408781033,17.98146385464108,7.841745996221318,1.8003931345203985,45.0,3.30986
67.9986,-59.286,62.4886,-57.8009,63.0833,-56.3864,68.591,-57.5438,1.0000491476671447,3.949081108594896e-06,5.00029979252818,21.45527424583767,17.95566869797163,7.179650327398375,2.4090538395158885,45.0,3.272472
67.5923,-59.2701,62.0831,-57.806,62.6795,-56.413,68.1859,-57.5601,1.0000507502539902,1.3403471222482844e-06,5.000000084097493,21.389040242175994,18.077921082503213,7.440464735906922,2.0925217647152623,45.0,3.359526
67.186,-59.2548,61.6777,-57.8111,62.2758,-56.4391,67.7808,-57.576,1.0005857045252655,1.5321644681875735e-06,5.0000006984617125,21.07753709142814,18.177763032505947,7.965894321179215,1.7782176197352546,45.0,3.367685
66.7797,-59.2403,61.2724,-57.8161,61.8721,-56.4644,67.3758,-57.5916,1.0000004528213262,1.9993397427313397e-06,5.000001574157167,19.0006582351966,19.999988542133565,8.35926163059161,1.6400875657599876,45.0,3.264244
66.3733,-59.2262,60.867,-57.8209,61.4684,-56.489,66.9706,-57.6065,1.0000300273491745,7.714161626463242e-06,5.000437917447631,21.3658347344207,17.847367538189168,7.918487031177984,1.867835037253721,45.0,3.18345
65.9671,-59.2127,60.4616,-57.8255,61.0647,-56.5129,66.5657,-57.6211,1.0000387355944562,1.3091089213016534e-06,5.00000037325983,20.999613019095506,18.07645266600482,7.997552005721671,1.9263418912147947,45.0,3.290397
65.5606,-59.1998,60.0562,-57.83,60.6611,-56.5362,66.1605,-57.6352,1.0000045226682692,1.036801291555069e-06,5.00000433430635,22.3218707437502,17.040570526917545,7.77187787420204,1.8656709613543156,45.0,3.364613
63.1226,-59.1322,57.6245,-57.8546,58.2401,-56.6641,63.7307,-57.7139,1.0000222048673415,1.001052551268108e-06,5.000019835391963,20.002164783881653,18.108213121113547,9.1479494738363,1.741629579856644,45.0,3.454825
62.3099,-59.1129,57.4328,-59.0223,56.8142,-57.8619,62.9208,-57.7377,1.0000017285818437,1.0916444374798312e-06,5.000000523370872,20.94070906929673,16.742439196384055,9.092787117970706,2.224061272751348,45.0,3.237881
-42.58,-59.5691,-48.1275,-58.7856,-47.506,-57.7719,-41.9918,-58.6081,4.661858613227815,4.493911424269025,19.999890998335317,11.210062781318868,7.554754472254628,3.1252860924105748,3.954235618183764,45.0,3.391582
-42.9848,-59.5785,-48.5305,-58.7875,-47.907,-57.7689,-42.3945,-58.6139,1.240390111097167,19.55502097578622,19.999994883073885,4.908370379578045,5.000001104839543,2.026583982236956,2.2696385633881877,45.0,2.732963
-43.3899,-59.5886,-48.9334,-58.7895,-48.3079,-57.7658,-42.7973,-58.6205,2.4279836890338107,17.517126420169404,19.972054832968603,5.565511851075627,5.000037388787187,2.2268464823130008,2.290439335652373,45.0,2.299692
-43.7949,-59.5987,-49.3363,-58.7914,-48.7089,-57.7623,-43.1999,-58.6269,1.9075300309176235,1.3417724866700675,19.99997247201863,13.274703971802708,10.206025733140086,4.1995257493335405,4.070469556117348,45.0,2.047257
-44.1999,-59.6092,-49.7394,-58.7936,-49.1101,-57.759,-43.6027,-58.6335,1.064845715429008,19.99884497480024,18.648305528048493,5.690678791367105,5.08785446708408,2.4296845041706225,2.079786019100444,45.0,1.697989
-44.6049,-59.6196,-50.1424,-58.7958,-49.5112,-57.7556,-44.0056,-58.64,2.077656781078761,19.235852711589963,14.45445273140898,7.372421231751076,6.395978163404537,3.1551344209920584,2.308503959774626,45.0,1.541493
-45.0099,-59.6304,-50.5453,-58.7979,-49.9124,-57.7518,-44.4085,-58.6468,2.1124404997477395,19.779439820733003,15.421135677425667,6.704462650671246,5.807667769592962,2.883062331761236,2.291791250068138,45.0,1.55924
-45.4148,-59.641,-50.9484,-58.8004,-50.3136,-57.7483,-44.8112,-58.6531,1.4530208226622665,19.50383116929297,17.224277121216215,6.35890782929593,5.382019357370473,2.6958662099181696,2.382077490243978,45.0,1.986591
-45.8197,-59.6521,-51.3513,-58.8027,-50.7148,-57.7443,-45.2141,-58.6598,3.2774857551782266,18.305712134038533,18.63877602537009,5.1442415218811846,5.000027927740798,2.362916449877136,2.270840185914033,45.0,2.610069
-46.2247,-59.6633,-51.7542,-58.8049,-51.116,-57.7401,-45.6171,-58.6666,2.900499513815329,18.1362762743092,19.61221866484528,4.784211648204064,5.000000433071566,2.109157390305896,2.457636075448667,45.0,3.474501
-78.2851,-59.8615,-83.7717,-66.4097,-84.4088,-60.1391,-78.8667,-56.3327,8.586549494341881,9.034661259649049,19.99999971083386,6.941510013176156,5.000167238295172,0.4371124237414492,4.999999859962451,45.0,3.300679
-78.6888,-59.91,-84.1715,-66.9451,-84.8121,-60.2568,-79.2697,-56.2521,8.014812977220515,8.218344486511345,19.999989972971203,8.212636147250095,5.000073583270699,0.5541457982165113,4.999997034559639,45.0,2.606829
-79.0926,-59.9626,-84.571,-67.5653,-85.2157,-60.3995,-79.6727,-56.1655,9.105964630337438,8.155758724500773,19.99999968835961,7.572766045346199,5.000000345952372,0.1655519653028583,4.999958600200747,45.0,2.496141
-79.4963,-60.018,-84.9695,-68.2745,-85.6189,-60.5602,-80.0757,-56.0707,5.342355234219173,4.499806850785639,19.999999974041152,13.317823859861988,6.281089029316144,0.5589250537888559,4.999999997987045,45.0,2.443598
-79.8999,-60.0774,-85.3672,-69.1106,-86.0223,-60.758,-80.4786,-55.9676,4.729084227654417,3.767069418049047,19.999976710360052,13.949592633293094,6.513181197615097,1.0410990742138109,4.9999967388144775,45.0,2.060355
-80.3035,-60.1407,-85.7638,-70.1037,-86.4256,-61.0004,-80.8814,-55.8544,3.575627519067521,3.0707334480559787,19.99999631122659,15.530195024992937,7.241800416179762,0.5816476429029614,4.999999637574249,45.0,2.1482
-80.7072,-60.2116,-86.1588,-71.2993,-86.8289,-61.3027,-81.2844,-55.7325,4.317858536037113,3.0157229957928013,19.999999999574555,13.522901707812224,7.645118735852979,1.4984831755251635,4.999914849405154,45.0,2.094262
-81.1109,-60.2876,-86.5517,-72.7676,-87.232,-61.6926,-81.6873,-55.5977,2.296342548838868,3.28976140977322,19.999756012889765,15.318868165305249,7.482115110726007,1.613156763968028,4.999999988498865,45.0,1.884093
-81.5147,-60.3715,-86.9418,-74.615,-87.635,-62.2184,-82.0902,-55.4496,1.2706168309334602,1.3131056293974537,19.99982870777385,16.85985907771439,8.636913115622903,1.9196782075714935,4.999998430986439,45.0,1.941217
-81.9183,-60.462,-87.3278,-76.9963,-88.0377,-62.9571,-82.4931,-55.284,4.816852572870589,5.489346245467162,19.99999998510347,12.808769615602015,5.688465262169325,1.196567128795238,4.999999189992191,45.0,1.864324
-82.322,-60.5625,-88.4399,-64.0767,-87.7124,-47.7595,-82.8959,-55.1001,4.496440101801243,5.187509926924409,19.999998660334796,13.47014771831067,5.494936179145989,1.350979434367909,4.999987979114987,45.0,1.949256
-82.7257,-60.6744,-88.8412,-65.9705,-88.1076,-45.4587,-83.2987,-54.8942,5.816435428465875,5.081791160208474,19.999918522949827,12.007408449687476,5.08609877221581,2.008353399387086,4.999994267085454,45.0,2.060544
-83.1292,-60.7979,-89.2397,-69.8412,-88.4979,-41.9427,-83.7013,-54.6606,3.3633106496587777,1.9811210273315976,19.99999408375655,14.479691797473537,7.560975520964062,2.6149587021137592,4.9999482187017215,45.0,2.045476
-83.5328,-60.9357,-89.6274,-82.0138,-88.8789,-36.017,-84.1038,-54.3939,4.444211948965531,3.4069496776152066,19.99999481713206,12.792561614736258,6.943891909469296,2.412392227389321,4.999997804692344,45.0,2.191137
-83.9365,-61.0974,-89.0131,-117.05,-89.8396,-171.301,-84.5064,-54.0934,3.122704954473319,2.215541765460844,19.99999725441037,13.88533670482235,7.733690148368712,3.0427645069290845,4.999964665535322,45.0,1.960161
-84.3399,-61.2728,-89.5133,3.5813,-89.153,-76.6412,-84.9086,-53.7365,2.71609036893004,1.4657382370615295,19.99999873491241,13.7758922348536,8.55242984367411,3.4899504781528745,4.999900102415439,45.0,1.722926
-84.7434,-61.4796,-89.5133,3.5813,-89.153,-76.6412,-85.3108,-53.3225,1.9257036841101844,15.94769586337168,14.962135726507778,7.239011592073794,7.649443811254445,3.316087953748548,3.9599213689335695,45.0,1.55368
-85.1469,-61.7208,-89.5346,53.7359,-89.5208,-91.7494,-85.7127,-52.8307,5.40489822932633,1.1485990435910558,5.544898160293069,15.915238799320193,19.99999814191972,6.951392385688236,0.0349752398613958,45.0,1.571417
-85.5503,-62.0033,-89.2768,84.845,-89.7384,-149.233,-86.1142,-52.2349,7.264728782704648,6.835710944804471,5.065468137739251,11.030312830831036,19.999997389508696,4.803778670385693,3.244026201915549e-06,45.0,1.69786
-83.4748,122.657,-88.9248,97.7571,-89.5167,154.057,-83.9972,129.364,8.407642363525431,0.606444933653898,6.00148225791252,12.537504488282124,19.652434793700387,4.95968468357254,2.8348064793530945,45.0,2.533716
-80.6473,122.259,-86.1612,114.918,-86.7534,125.935,-81.1897,126.784,5.550251051203514,3.96146909037292,12.354207533186896,4.746475248205599,19.774237848724358,5.821438783336297,2.79192044497042,45.0,3.473365
-70.5412,121.772,-76.0658,119.543,-76.6553,122.388,-71.1168,123.837,11.887157451628935,10.601618066574924,9.612497883396196,2.1045145850490314,16.731683063219265,2.397611082730568,1.6649178674010716,45.0,2.984989
89.4957,105.259,83.4258,118.732,83.9661,124.785,88.7824,140.795,1.7747612931838312,5.610113566265181,5.015558347417421,11.648142860545306,19.99701799493196,9.825513298742871,1.1288926389134208,45.0,1.566227
89.8431,61.2475,83.8318,118.59,84.3714,125.067,89.1526,150.231,4.460547399458236,3.2336120506392656,5.000020631272967,11.664851468324372,19.99974511427869,5.641261048111534,4.999962287914949,45.0,1.419176
89.0202,-84.3751,85.8606,117.471,86.394,127.443,89.5872,-23.2404,1.270331604292582,15.471942042077464,13.17885933016167,11.065526532155587,8.473357451369402,2.118014877607783,3.421968162335516,45.0,1.327711
88.6416,-77.0797,86.2658,117.104,86.7971,128.281,89.2214,-41.0682,2.8119212146196992,19.079513928936606,17.959028759326014,5.969299283782164,5.269407987882159,1.71458978009605,2.1962390453573155,45.0,1.232228
88.2503,-72.994,86.6709,116.648,87.1994,129.359,88.8285,-47.2611,1.0071965151308946,14.162991756028688,15.896080001391658,9.922372804766256,8.398343224861652,2.608906616435864,3.004109081384989,45.0,1.25518
88.694,114.883,86.8255,-56.7384,87.2639,-42.2828,87.9992,132.818,1.6297022936047003,0.5476998908716498,19.986322197767628,15.998617429196088,10.149069738578325,2.844124330697255,3.844464119284347,45.0,1.272007
89.0975,112.207,86.4196,-57.0175,86.8733,-44.4452,88.3944,135.834,2.949200514190652,18.00095293902331,17.275754506143354,7.235566443429064,5.400409069216786,1.80608717564717,2.332029352349655,45.0,1.295712
89.4957,105.259,86.0135,-57.2387,86.4792,-46.1244,88.7824,140.795,2.085702076229427,1.023366713798195,19.99999815398376,14.721598488422543,10.256811128326754,3.495682604734281,3.4168408345050407,45.0,1.258161
89.8431,61.2475,85.6075,-57.42,86.0828,-47.4655,89.1526,150.231,4.356995010390555,3.0524927178264165,19.99999997580676,12.455847885447014,9.246545250537569,3.395151366362659,2.4929677936290204,45.0,1.4366
89.8431,61.2475,85.2015,-57.569,85.6847,-48.558,89.1526,150.231,1.1210334040834258,17.671301504476833,10.553425187576288,11.86939368614469,8.778935874475277,3.543279908609974,1.4626304346335084,45.0,1.582227
89.364,-100.124,83.9829,-57.8974,84.4833,-50.8876,89.7472,47.2787,1.1357047655120354,7.864578553326119,5.000010592642847,20.13207772417053,13.561814731443825,5.6446132103961615,1.661200422508485,45.0,1.722727
89.0202,-84.3751,83.5767,-57.9795,84.0814,-51.4539,89.5872,-23.2404,1.0000003143100509,3.888653651538288,5.000000094513381,21.592952945503328,15.360149073221592,6.340605109926818,1.8176388109865456,45.0,1.80651
88.6416,-77.0797,83.1706,-58.0521,83.6792,-51.9486,89.2214,-41.0682,1.0626043439155208,10.140435685400432,5.000000033440994,17.18515976644514,13.733458816051517,6.029268033159161,1.849073321587236,45.0,1.777143
88.2503,-72.994,82.7645,-58.1164,83.2766,-52.3839,88.8285,-47.2611,1.0839516640394855,12.06017116929212,5.00001875041977,16.280904009936066,12.418281302678349,6.056448585666266,2.100224517967942,45.0,1.79935
87.4536,-68.6388,81.9523,-58.2256,82.4704,-53.1147,88.0269,-52.1484,1.0000551273419398,16.026654228659478,5.000007748664792,11.97082386217835,13.264840237453356,6.339488948089526,1.3981298476125523,45.0,1.891336
87.0521,-67.3516,81.5462,-58.2723,82.0671,-53.4244,87.6236,-53.3562,1.000000005326691,12.645700643556273,5.000002503786678,14.68441083679943,13.441149730077989,6.091377336587176,2.1373589438657605,45.0,1.760255
86.6494,-66.3726,81.14,-58.3148,81.6634,-53.7041,87.2195,-54.2126,1.5006857231302697,19.78637252798335,5.000002023245184,11.451625294949396,10.15910447186047,5.018981212896563,2.083228745934772,45.0,1.748638
86.246,-65.6057,80.7339,-58.3535,81.2596,-53.958,86.8151,-54.8532,1.000004225237223,2.9389667225593623e-05,5.000012808175146,20.663468040864245,17.78910593606543,7.061348296341275,3.486031303649459,45.0,1.70123
85.8421,-64.9862,80.3278,-58.3898,80.8557,-54.1902,86.4104,-55.3483,1.000000164020591,4.674916355625587,5.000000018621624,19.44686412860661,14.973025321705368,6.65153127262562,3.253662738794606,45.0,1.722809
85.4376,-64.4772,79.9217,-58.4227,80.4516,-54.4023,86.0053,-55.7437,1.8601879561593848,19.686260299885703,5.000000045141707,11.649899304538875,9.671406464845845,4.59529452813842,2.536951401290064,45.0,1.637381
85.0327,-64.0494,79.5156,-58.4526,80.0475,-54.5968,85.5999,-56.0641,1.000007115944981,19.91292901985117,5.000436457333636,12.140279782359428,9.543130245562187,4.722253680297995,2.6809636986506,45.0,1.751821
84.6279,-63.6901,79.1097,-58.4807,79.6436,-54.7767,85.1948,-56.3353,1.1609370727495298,19.220257058481952,5.000000172592105,12.298573226762556,9.953056776840516,4.828336494311711,2.53883919826162,45.0,1.71906
84.2226,-63.3799,78.7036,-58.5068,79.2393,-54.9429,84.7894,-56.5626,1.0018570190365403,17.53868237875482,7.354169119692722,12.469925923177756,9.37812897527578,4.840831334107563,2.4164052499548307,45.0,1.774635
83.8174,-63.1116,78.2974,-58.5308,78.8348,-55.0967,84.3841,-56.7588,1.1530102908916962,19.72252932314682,6.396350105564508,12.15892626941013,8.743714563737838,4.820102044914167,2.0053674023348336,45.0,1.780772
83.412,-62.8761,77.8913,-58.5536,78.4304,-55.2404,83.9787,-56.9284,1.0058566314011743,19.90081485827128,7.42989746981516,11.626525762940162,8.627796229376338,4.470415919885272,1.9386931283106148,45.0,1.876496
83.0065,-62.6682,77.4852,-58.5753,78.026,-55.3746,83.5733,-57.0768,1.0169198967102722,17.49982873246385,9.704375827302057,11.744519314077875,8.567810637985048,4.6308627935925175,1.8356827978683703,45.0,2.0366
82.6009,-62.4833,77.0794,-58.5953,77.6218,-55.5,83.1678,-57.2078,1.096136830839902,15.599125164592891,10.149312559765365,12.651147341881838,8.745318371710091,4.852284456506416,1.9066752747034987,45.0,2.12076
82.1953,-62.3179,76.6735,-58.6139,77.2175,-55.6171,82.7624,-57.3245,1.5531367233899247,19.517209351576568,9.917866768412573,10.240616494118854,7.478802924586802,4.324320422318366,1.968047315596904,45.0,2.057445
81.7895,-62.1688,76.2675,-58.6316,76.8131,-55.7273,82.3569,-57.4288,1.0170331130183368,12.08450090452126,13.086633993540708,12.71639543901091,8.87539791363914,5.180295239324686,2.0397433969449605,45.0,2.146192
81.3837,-62.0341,75.8615,-58.6483,76.4086,-55.8309,81.9514,-57.5229,1.0334180351869788,14.085316642396856,11.733027539530545,12.2806909533454,8.89522734551352,5.014524084263547,1.957795399763156,45.0,2.236367
80.572,-61.8008,75.0498,-58.6794,75.5999,-56.0212,81.1404,-57.6867,7.237672043176567,15.606215795356194,8.22660493735357,10.02448616046317,7.901307911478035,4.708506350581078,1.2952068015914,45.0,2.456918
77.324,-61.1712,71.8026,-58.7754,72.3643,-56.6076,77.8968,-58.1284,1.3876473316413622,0.0404637031787827,14.268680509251364,18.06043394201856,12.610983175340593,6.363183101771277,2.268608236798059,45.0,2.686477
76.9179,-61.1151,71.3968,-58.7851,71.9598,-56.6662,77.4913,-58.1682,1.000005668653389,1.5021018015577356e-05,13.716013665799224,16.325457238008624,14.489070029921225,7.277991379236433,2.191446997363096,45.0,3.069966
76.5118,-61.0626,70.9909,-58.7942,71.5554,-56.7221,77.0859,-58.2058,1.187582595009628,1.759633231895916e-06,12.07873719609784,18.942657650297438,13.435330918570449,6.932953612575656,2.422736267815772,45.0,3.066289
76.1057,-61.0135,70.5852,-58.8033,71.1511,-56.776,76.6806,-58.2415,1.020457185115448,1.1371785187150505e-06,10.06523482438932,19.615290914857557,14.553473801311611,7.217888986177973,2.5276531509695768,45.0,3.006907
72.0439,-60.6494,66.5282,-58.8763,67.1087,-57.2106,72.6273,-58.5124,1.0000007164130071,1.042089274023851e-06,5.000001142250228,21.90315508960273,17.142094286306023,7.397000474051797,2.5577472492869338,45.0,3.487093
71.6377,-60.6222,66.1227,-58.8822,66.7048,-57.246,72.222,-58.5331,1.0000002915517274,1.0236587723286515e-06,5.0001935250574405,22.10122636046356,17.270592879806365,7.2181310930214675,2.409854826440674,45.0,3.410653
