lat0,lon0,lat1,lon1,lat2,lon2,lat3,lon3,Fe,Ti,Ca,Si,Al,Mg,Na,O,chi2
86.4675,143.579,80.8673,136.963,80.796,141.099,86.289,153.624,1.0000054636715543,1.3010657562659268e-06,5.000205127285524,20.094021137114023,18.87518897096405,7.726114600204101,2.3044633996949804,45.0,2.056791
84.8283,140.157,79.2115,136.315,79.1509,139.84,84.7044,147.266,1.000000168341119,1.1835665234257418e-06,5.000002473524163,21.03232736397854,18.286622346811846,6.678925708291735,3.002120755486085,45.0,2.420991
84.4169,139.614,78.7974,136.182,78.739,139.582,84.3019,146.233,1.000009979777447,1.0073097435651543e-06,5.000000641487788,21.64629629814283,18.11172162251219,6.747606860765371,2.4943635900046237,45.0,2.278665
84.0049,139.146,78.3834,136.058,78.327,139.342,83.8975,145.335,1.000000441124816,1.0003399351877731e-06,5.000000044614892,18.489550599830068,19.99999991115718,7.72519997026011,2.7852480326730027,45.0,2.421829
83.5927,138.738,77.9693,135.943,77.9147,139.119,83.492,144.549,1.5537337656877526,0.0756473847157168,13.310373716616182,17.403389051383158,14.631428721613943,5.131704728934587,2.8937226310486635,45.0,2.291387
83.1801,138.378,77.5552,135.835,77.5023,138.91,83.0854,143.854,1.3685756894507448,0.2048910656003313,19.949727374301997,14.076475779432856,12.268413040133874,4.414495005585184,2.717422045495025,45.0,2.207319
81.5283,137.286,75.8986,135.464,75.8517,138.194,81.4515,141.737,1.147915123579267,0.0102026612812505,19.860261396630456,14.352608392032309,12.659755424301228,4.079766564797318,2.889490437378174,45.0,2.340642
81.115,137.075,75.4845,135.384,75.4389,138.04,81.0417,141.328,2.096191469878336,0.03332161372276,19.925354769922112,13.93019590702596,12.28041498923762,3.868469703683141,2.866051546530061,45.0,2.34684
80.7016,136.883,75.0703,135.307,75.0259,137.894,80.6315,140.954,1.7134284420622603,0.6294569299284701,19.999995361606047,14.072002411338431,12.014732487353468,3.8175164823266,2.75286788538472,45.0,2.339062
77.8068,135.895,72.1714,134.869,72.1339,137.059,77.7529,139.036,1.1494894360683958,0.0416759760990107,19.809050158893275,14.69358522174238,12.552874940795927,4.482626914511981,2.2706973518890234,45.0,2.695326
77.3932,135.79,71.7573,134.817,71.7206,136.96,77.341,138.832,1.0681758221102484,0.039158541538982,19.70833636064028,14.644709565264591,12.510510721415296,4.5391412491161,2.4899677399145044,45.0,2.775698
76.9795,135.691,71.3433,134.768,71.3073,136.866,76.9288,138.641,1.3199680293442697,0.211560146563451,19.999999046502715,14.289277639162265,12.158162921938962,4.321355651959914,2.699676564528416,45.0,2.746027
76.5658,135.598,70.9292,134.72,70.8939,136.776,76.5167,138.462,1.812374178171624,1.4819125849988155,19.99999987921516,13.675377393935946,11.38643131828942,3.996330222719387,2.6475744226696363,45.0,3.020928
76.1522,135.511,70.5151,134.674,70.4805,136.69,76.1045,138.293,1.3005027437751806,0.4564741574940813,19.99999616479117,14.595907707604198,11.670518045429096,4.227907943951776,2.7486932369544994,45.0,2.902351
75.7385,135.428,70.1012,134.63,70.0673,136.607,75.6921,138.133,1.7153178288927022,19.864086150158165,18.297685385867027,5.802848555924442,5.3944805777398575,2.303134877108695,1.6224466243091116,45.0,3.000021
75.3248,135.35,69.6871,134.587,69.6538,136.527,75.2796,137.982,2.150789773401119,1.984626360176,19.99999745896037,12.929529069749748,10.48610271036554,4.045744778240225,3.403209849106998,45.0,3.113601
89.1777,-96.8332,83.6906,-59.7125,83.7898,-53.7737,88.6495,-75.3221,16.069520743469976,1.7454447298277451,8.887610936624897,5.53700565847582,17.509122798895913,0.2512952051922852,4.999999927513368,45.0,1.54277
89.3692,-126.458,84.0964,-60.5318,84.2026,-54.1864,89.0003,-86.2522,1.2500146608981413,0.9784833662755172,19.999658094821594,10.88129866670316,16.208270187961727,0.6836209946461776,4.998654028693685,45.0,1.253435
89.3692,-126.458,84.5007,-61.4701,84.615,-54.6607,89.0003,-86.2522,3.149807221499449,5.238174460884341,19.999999999220424,12.405753808884384,8.892174426576508,0.3140901502086665,4.999999932726235,45.0,1.189544
89.0644,173.186,84.9034,-62.5558,85.0269,-55.2121,89.3812,-142.128,1.4344489321426197,4.125200452909482,19.99999836115854,18.214724897254342,6.225655361949041,4.45211764481896e-06,4.99996754246833,45.0,1.168454
89.0644,173.186,85.304,-63.8286,85.4384,-55.8642,89.3812,-142.128,3.795610864606209,6.330806103081111,19.999999808956048,13.554170044673016,5.199873116511191,1.1195722939393673,4.999967768233058,45.0,1.246727
88.7231,160.793,85.7018,-65.3357,85.8491,-56.6431,89.2316,-174.692,3.829505498082887,5.910192319856252,19.999999831096478,14.124310289008378,5.307912896154994,0.8280791659751411,4.999999999825865,45.0,1.369243
88.9313,167.142,86.0959,-67.1474,86.2588,-57.5916,88.453,-172.454,4.829720228281482,5.134568928452548,19.9999568076364,13.48888561115686,5.412349668322274,1.134537894640754,4.999980861509676,45.0,1.360575
88.5725,157.48,86.4854,-69.3635,86.6673,-58.7726,88.1862,176.663,2.1864614986394133,3.238206605148058,19.999719237494684,15.476522313364768,7.080792212506524,2.018298569995573,4.999999562850972,45.0,1.093702
88.19,151.792,86.8684,-72.1258,87.074,-60.2817,87.8719,168.779,2.834669420877911,3.883516898770484,19.999998680703325,13.993516496306611,7.3093179387040355,1.978980567513453,4.999999997124183,45.0,1.211262
87.3951,145.552,81.8068,136.115,81.7299,140.738,87.1645,158.666,1.0000001520788344,1.454031696476494e-05,5.000018329015791,22.349032311810447,16.599559871665875,8.345668400314695,1.7057063947973896,45.0,2.173145
86.9906,143.677,81.3932,135.903,81.3199,140.313,86.7888,155.328,1.000004098588874,1.2630149483895043e-06,5.000000022111159,22.21766205827862,16.832909245254108,7.988285145191202,1.9611381675610973,45.0,1.963138
86.5839,142.247,80.9796,135.71,80.9096,139.926,86.4048,152.698,1.000000037439302,1.1177709354633442e-06,5.000005792605066,21.996990004749875,17.820297082399385,7.423742837606137,1.7589631274293018,45.0,2.17772
86.1757,141.121,80.5659,135.534,80.4988,139.572,86.0148,150.579,1.0000000337897048,1.1659842644047272e-06,5.000036883680732,22.957305216820203,17.048150785519034,7.965786830712504,1.0287190834935491,45.0,2.323627
85.766,140.211,80.1521,135.372,80.0878,139.246,85.6199,148.837,1.0000000235135258,1.12762238117256e-06,5.000000559974077,23.182155809798672,17.324878995136476,7.28970146023943,1.203262023715436,45.0,2.161746
84.5331,138.299,78.9106,134.956,78.8532,138.414,84.419,145.105,1.0000008184396707,9.657970989356337e-06,5.00000011075561,22.76234118460502,17.34753641609201,7.300210543746253,1.5899012683904552,45.0,2.695691
84.1212,137.839,78.4968,134.837,78.4414,138.176,84.0148,144.194,1.000000829527531,1.1268381435640008e-06,5.000357161724613,21.523547637496435,18.495211540313672,6.980279648333229,2.0006020557663744,45.0,2.884103
82.0581,136.249,76.4271,134.347,76.3799,137.198,81.9787,141.02,1.015060070605283,2.5043900980952027e-06,5.000000133977479,22.193638544628087,19.139323541113157,6.3588960735925015,1.2930791316934,45.0,2.28
80.4055,135.464,74.7712,134.047,74.7289,136.602,80.3394,139.443,1.0003091652715743,1.0135533755065834e-06,5.000000015151674,22.50670924254892,18.28072747733902,5.872621553985111,2.339631532150319,45.0,1.870034
79.9922,135.307,74.3574,133.981,74.3161,136.473,79.9287,139.129,1.0000019896416272,1.001806605593319e-06,5.998077631844253,21.737223532243178,18.31755455394573,5.682754356438095,2.264386934080505,45.0,1.768078
79.5787,135.163,73.9434,133.919,73.9032,136.35,79.5177,138.838,1.248441308325818,1.001737084748461e-06,5.000106041569764,23.00552557075079,17.85297853121396,5.497262194751041,2.395685351651549,45.0,1.627023
78.3385,134.789,72.7017,133.748,72.6642,136.015,78.2838,138.089,1.0009923346663971,3.322283521542268e-06,5.000000068933449,21.769893567890307,19.06746858433946,5.963599478112716,2.198042643774156,45.0,1.905382
77.9252,134.681,72.2877,133.696,72.251,135.913,77.8722,137.873,1.0000330286545462,1.0014033989517365e-06,5.000010457238422,22.28173428283091,18.422032277199907,6.037609194093259,2.25857975857956,45.0,1.897142
77.5117,134.58,71.8739,133.647,71.838,135.816,77.4604,137.671,1.000000006928699,5.058671181849904e-06,5.000000359695386,22.360165639194804,18.002359840237936,6.344307171844893,2.293161923427109,45.0,1.835832
77.0982,134.485,71.46,133.599,71.4249,135.724,77.0486,137.481,1.0000031207253413,5.784956959684046e-06,5.0000168758576855,22.653351971636425,17.68247978238004,6.191744145519683,2.472398318923859,45.0,1.777147
76.6847,134.396,71.0461,133.553,71.0116,135.635,76.6365,137.303,1.000000154565755,1.785087752973686e-06,5.000000001787482,22.341393437712995,17.729920071599132,6.147731069453808,2.7809534797930757,45.0,1.908066
76.2713,134.312,70.6323,133.509,70.5985,135.55,76.2245,137.136,1.0000160000450615,1.4594901877232849e-06,5.000000469150759,22.368372139450145,18.052035444712278,6.049149916571798,2.53042457057978,45.0,2.055535
75.8576,134.231,70.2185,133.467,70.1854,135.468,75.812,136.977,1.0000000026093203,1.029937467916165e-06,5.000024392690823,21.498533752328512,19.16973754772316,5.92690767311853,2.404795601592175,45.0,2.104275
75.4443,134.157,69.8047,133.426,69.7722,135.389,75.4,136.829,1.0000023003738503,1.0406564297764737e-06,5.954157995518438,22.501483244209936,17.37419668760911,5.891217153778602,2.27894157785364,45.0,2.067581
75.0309,134.086,69.3909,133.387,69.359,135.314,74.9879,136.687,1.1673702755728614,1.0689793064799678e-06,11.422524645403437,19.652564986119582,15.251335289054902,5.511408419510697,1.9947953153592173,45.0,2.163265
87.7279,-82.2984,82.3581,-58.4623,82.4371,-53.5265,88.0108,-66.1406,6.716369703966,17.829170493597033,18.74795517987069,0.9164234632783348,5.729873577096488,0.0860143306070275,4.974193251584422,45.0,1.673027
88.062,-89.0241,82.7671,-58.9997,82.8507,-53.7851,88.4031,-70.4866,7.173156641857542,5.979003007779238,19.998747820423574,0.3877808525000148,15.144306161476464,1.3170055746580902,4.999999941305068,45.0,1.638253
88.3587,-98.3564,83.1753,-59.6009,83.264,-54.0748,88.7803,-77.5898,10.898564643976226,9.244650072569629,19.999940681898888,1.2256990342147702,7.575423453524431,1.085289381207012,4.970432732609047,45.0,1.638311
88.5941,-111.271,83.5828,-60.2788,83.6772,-54.4025,89.1227,-90.5937,1.514027379378767,7.944376368961926,19.907125966705,5.720311178351039,13.658966658964378,1.2551928783388766,4.999999569300009,45.0,1.734637
89.3709,-116.454,83.9891,-61.0481,84.09,-54.7754,88.9246,-81.8125,1.8664534379056763,5.057831729617852,19.999998080491665,11.48980948403765,9.93671706291408,1.649190315574387,4.999999889458689,45.0,1.921391
89.395,-155.673,84.3944,-61.928,84.5028,-55.2034,89.2401,-98.9114,2.788424534569536,6.88362943063671,19.9999965315195,12.077040380061677,5.947007705926556,2.3039110616356826,4.999990355650356,45.0,1.926196
89.1751,175.487,84.7978,-62.9436,84.9148,-55.6998,89.4152,-131.655,4.115530382987569,6.241333034299021,19.99999573430854,11.58230545345603,5.466108276687801,2.594727138340894,4.999999979920146,45.0,2.043026
89.1751,175.487,85.1996,-64.1304,85.3267,-56.284,89.4152,-131.655,2.362183801366053,5.169130047275652,19.99999674424696,14.937605018496171,5.000027622520394,2.5310596343872374,4.99999713170753,45.0,2.141696
88.8427,160.873,85.599,-65.5315,85.738,-56.9791,89.3291,-169.44,4.688295784598463,9.25977302972796,19.999973880583767,10.151550131634224,5.000669948791941,0.899737257674946,4.999999966988697,45.0,2.212046
89.0505,168.412,85.9948,-67.2097,86.1482,-57.8219,88.5466,-170.359,6.106911709618158,8.410806526029736,19.999991970958718,8.891143186998747,5.000194891792972,1.5909764510984383,4.999975263503231,45.0,2.487572
88.6972,157.207,86.3868,-69.2547,86.5576,-58.8647,88.2945,177.635,4.263096056293074,4.198119334051745,19.999931980683563,12.381533272777888,6.189605095932479,2.96771497343343,4.99999928682783,45.0,2.778873
88.3162,150.918,86.773,-71.7912,86.9655,-60.1867,87.9882,169.001,1.9508055916771752,3.37522710478804,19.99996741290314,15.471496516052255,6.721112414527343,2.481391617380445,4.999999342671606,45.0,3.119617
88.062,-89.0241,86.8698,141.558,86.6803,152.917,88.4031,-70.4866,1.9512631431759329,4.14078055890041,19.999999945568696,15.943063392140004,5.7381425555832495,2.2267585342614047,4.999991870370295,45.0,3.371318
88.3587,-98.3564,86.4548,141.055,86.2761,151.19,88.7803,-77.5898,2.1620591036202104,4.128862329876229,19.999999046438848,15.616648014593096,5.735231660661904,2.3572008885865348,4.999998956223179,45.0,3.471827
88.9492,160.881,85.5077,-65.8072,85.639,-57.378,89.4114,-163.546,7.308585691639737,17.049508057182564,5.000085672510972,5.64186826532216,19.999884906735254,1.3185261203332486e-05,5.42213480993292e-05,45.0,1.693773
89.157,169.664,85.9053,-67.3706,86.0499,-58.1291,88.6305,-168.344,4.381728739382695,9.473257251149011,5.000000588860843,13.805395175340294,19.999652369923805,2.3399648207220745,1.0546212732716875e-06,45.0,1.725297
88.8095,156.783,86.2994,-69.2689,86.46,-59.0541,88.3925,178.508,3.289260945052232,12.819564663940758,5.00000003004165,13.292559372495106,19.999916677069383,0.5986738612374176,2.445016344604913e-05,45.0,1.752871
88.4294,149.899,86.6884,-71.6152,86.869,-60.2199,88.0933,169.105,1.076994995296186,6.121614181725719,5.000000515890208,20.35965042629391,19.716542766005603,2.725196113084301,1.001704065471326e-06,45.0,1.58798
88.0031,-87.4562,86.98,140.052,86.792,151.884,88.3196,-69.1047,1.001042439189739,7.131485473189889,5.000000053783628,17.22805257296247,19.99991439919281,3.419835180405934,1.219669881275519,45.0,1.936253
88.3145,-96.0218,86.5714,138.803,86.4046,149.392,88.7051,-75.0457,1.0004104177873483,5.3699050966736985,5.000050488443459,18.887418901745438,19.999696612053217,3.783815170258985,0.9587033130378558,45.0,1.828955
88.5723,-108.049,86.1615,137.82,86.0117,147.387,89.0654,-85.7709,1.0066350635463948,0.0018801093644463,5.000560432735118,28.190709086523043,17.684446873764227,3.115765968574721,2.4654920466406463e-06,45.0,1.812456
89.3562,-107.749,85.7508,137.026,85.6149,145.743,88.8521,-78.4593,1.000650269424752,2.0099292248715854e-05,5.000000428683731,27.486209386271028,17.515320409347638,3.99779840275746,1.0042231465409912e-06,45.0,1.832716
