0	12	0
0.0050	11.9910	0.0100
0.0100	11.9750	0.0400
0.0150	11.9510	0.0897
0.0200	11.9140	0.1572
0.0230	11.8670	0.2411
0.0300	11.8110	0.3393
0.0400	11.6730	0.5702
0.0500	11.5050	0.8310
0.0700	11.1140	1.3721
0.0900	10.6850	1.8578
0.1000	10.4540	2.0660
0.1250	9.9571	2.4913
0.1500	9.4723	2.8292
0.1750	9.0948	3.1354
0.2000	8.7133	3.4440
0.2500	8.0746	4.0957
0.3000	7.4307	4.7710
0.4000	6.1879	6.0640
0.5000	5.0315	7.1810
0.6000	4.0519	8.0860
0.7000	3.2864	8.7840
0.8000	2.7203	9.3040
0.9000	2.3132	9.6890
1.0000	2.0213	9.9750
1.2500	1.5958	10.4490
1.5000	1.3933	10.7660
2.0000	1.1178	11.2290
2.5000	0.8884	11.5430
3.0000	0.7060	11.7380
3.5000	0.5236	11.8520
4.0000	0.4265	11.9160
5.0000	0.2324	11.9720
6.0000	0.1395	11.9900
7.0000	0.0871	11.9960
8.0000	0.0670	11.9980
10.000	0.0268	12
15.000	0.0062	12
20.000	0.0021	12
40.000	5.9409e-05	12
80.000	9.5822e-06	12
100.00	4.0541e-06	12
1000	9.4897e-10	12
1000000	6.2746e-19	12
1.0e+09	6.6127e-28	12
