0	17	0
0.0050	16.9940	0.0070
0.0100	16.9790	0.0260
0.0150	16.9540	0.0590
0.0200	16.9190	0.1043
0.0230	16.8740	0.1620
0.0300	16.8190	0.2316
0.0400	16.6820	0.4041
0.0500	16.5100	0.6170
0.0700	16.0700	1.1378
0.0900	15.5280	1.7444
0.1000	15.2290	2.0650
0.1250	14.4250	2.8770
0.1500	13.5870	3.6650
0.1750	12.7620	4.4002
0.2000	11.9800	5.0740
0.2500	10.6210	6.2395
0.3000	9.5646	7.1820
0.4000	8.1686	8.5530
0.5000	7.2976	9.539
0.6000	6.5848	10.3820
0.7000	5.8982	11.1580
0.8000	5.2273	11.8670
0.9000	4.5915	12.4990
1	4.0097	13.0500
1.2500	2.8628	14.0880
1.5000	2.1551	14.7500
2	1.4941	15.4870
2.5000	1.2340	15.9240
3	1.0711	16.2430
3.5000	0.9082	16.4790
4	0.7816	16.6480
5	0.5283	16.8430
6	0.3614	16.9300
7	0.2468	16.9680
8	0.1936	16.9850
10	0.0873	16.9960
15	0.0228	17
20	0.0080	17
40	2.4812e-04	17
80	4.1111e-05	17
100	1.7629e-05	17
1000	5.0284e-09	17
1000000	3.9472e-18	17
1.0000e+09	4.3899e-27	17
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
